id,Actual_price,Product_availability,Condition,Currency,Country,brand,Description,Category_name,primaryCategories,name,weight_in_kg,Actual_price_log,brand_standarized,Actual_price_mean_by_category_name,Category_name_encoded,Category_name_encoded_log
103,165.0,Yes,New,USD,USA,Ginsu,"Electronics,Computers,Laptops,Shop Laptops by Type,All Laptop Computers,Walmart for Business,Office Electronics,Computers and Monitors,Computers & Tablets,Laptops By Brand,Lenovo,Computers/Tablets & Networking,Laptops & Netbooks,PC Laptops & Netbooks,Computers & Accessories,Traditional Laptops","laptop, computer",Electronics,"Ginsu BESTBUY5580020 Lenovo Ideapad 11.6 Laptop""",1.7236496,5.1119,ginsu,346.3662,325.27346322385233,5.7877
104,441.99,Yes,New,USD,USA,Asus,"Computers,Shop Laptops by Type,Computers & Accessories,Touchscreen Laptops,Electronics,Laptops By Brand,Asus,Computers/Tablets & Networking,PC Laptops & Netbooks,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Laptops","laptop, computer",Electronics,"Details About Asus Q304 13.3 Laptop I5 2.5 Ghz 6gb 1tb Hdd Win 10 (q304uabhi5t11)""",2.6308336,6.0935,asus,346.3662,325.27346322385233,5.7877
105,469.99,Yes,Refurbished,USD,USA,Apple,"Computers,Laptop Replacement Keyboards,Shop Laptops by Type,Computers & Accessories,Specialty Services,Electronics,See more Touchpad Clickpad Trackpad for Apple MacBook P...,Computers Features,Laptop Replacement Parts,Replacement Screens,Computers/Tablets & Networking,Specialty Boutique,Computer Components & Parts,PC Laptops & Netbooks,Laptops & Netbooks,Computer Components,Traditional Laptops,Computers & Tablets,Laptops,Laptop Housings & Touchpads,Laptop Screens & LCD Panels,Restoration & Repair,Apple Laptops","laptop, computer",Electronics,"Apple - MacBook Pro 13.3 Pre-owned Laptop - Intel Core i5 - 4GB Memory - 320GB - Silver""",2.041164,6.1548,apple,346.3662,325.27346322385233,5.7877
106,414.0,Yes,New,USD,USA,Samsung,"Computers,Shop Laptops by Type,Walmart for Business,Computers & Accessories,Touchscreen Laptops,Frys,Electronics,Computers and Monitors,Office Electronics,All Laptops,Laptops By Brand,Computers/Tablets & Networking,PC Laptops & Netbooks,Laptops & Netbooks,Chromebooks,Computers & Tablets,Featured Laptops,Laptops,Samsung,See more SAMSUNG Chromebook Plus 12.3-Inch (32GB, ARM C...,2 in 1 Laptops","laptop, computer",Electronics,12.3 32GB Multi-Touch 2-in-1 Chromebook Plus,1.15212368,6.0282,samsung,346.3662,325.27346322385233,5.7877
107,359.99,Yes,New,USD,USA,Lenovo,"Computers,Shop Laptops by Type,Computers & Accessories,Touchscreen Laptops,Electronics,All Laptops,PC Laptops,Computers/Tablets & Networking,PC Laptops & Netbooks,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,See more Lenovo 11.6\\ Touch Yoga 710 Intel DualCore 4gb...,Laptops","laptop, computer",Electronics,"Lenovo 80TX0007US Y 710-11ISK 11.6-Inch FHD Touch Laptop (Pentium 4405Y, 4 GB Ram, 128 GB SSD, Windows 10), SilverNotebook PC Computer Tablet Touchscreen Screen 2-in-1",1.5422128,5.8888,lenovo,346.3662,325.27346322385233,5.7877
108,359.99,Yes,Used,USD,USA,Apple,"Computers,Laptop Replacement Keyboards,Shop Laptops by Type,Computers & Accessories,Specialty Services,Electronics,See more Touchpad Clickpad Trackpad for Apple MacBook P...,Computers Features,Laptop Replacement Parts,Replacement Screens,Computers/Tablets & Networking,Specialty Boutique,Computer Components & Parts,PC Laptops & Netbooks,Laptops & Netbooks,Computer Components,Traditional Laptops,Computers & Tablets,Laptops,Laptop Housings & Touchpads,Laptop Screens & LCD Panels,Restoration & Repair,Apple Laptops","laptop, computer",Electronics,"Apple - MacBook Pro 13.3 Pre-owned Laptop - Intel Core i5 - 4GB Memory - 320GB - Silver""",2.041164,5.8888,apple,346.3662,325.27346322385233,5.7877
109,689.99,Yes,Refurbished,USD,USA,Apple,"Computers,See more Genuine Apple 45w MagSafe 2 for MacBook Air Cr...,Computers & Accessories,MacBooks,Electronics,Computers Features,All Laptops,MacBook Air,Specialty Boutique,See more Apple 60w MagSafe 2 Power Adapter for 13-inch ...,Laptops yuybzfyfbwfrsexaxbyctwfy,Laptop Power Adapters/Chargers,Featured Laptops,Computers & Tablets,See more Genuine Apple MacBook Air MagSafe 2 45w Watts ...,MacBook,Shop Laptops by Type,See more A1369 CPU Cooling Fans A1466 Cooler for MacBoo...,Used:Laptops,Computers/Tablets & Networking,Used:Computers Accessories,Laptop & Desktop Accessories,Laptops & Netbooks,Traditional Laptops,Laptops,Apple Laptops","laptop, computer, macbook",Electronics,"Details About Apple Macbook Air 13.3 Laptop (early 2015) 2.2ghz Core I7 8gb 256gb""",1.34263232,6.5381,apple,529.9966,414.3475475697202,6.0291
110,899.0,Yes,New,USD,USA,Apple,"Computers,See more Genuine Apple 45w MagSafe 2 for MacBook Air Cr...,Computers & Accessories,MacBooks,Electronics,Computers Features,All Laptops,MacBook Air,Specialty Boutique,See more Apple 60w MagSafe 2 Power Adapter for 13-inch ...,Laptops yuybzfyfbwfrsexaxbyctwfy,Laptop Power Adapters/Chargers,Featured Laptops,Computers & Tablets,See more Genuine Apple MacBook Air MagSafe 2 45w Watts ...,MacBook,Shop Laptops by Type,See more A1369 CPU Cooling Fans A1466 Cooler for MacBoo...,Used:Laptops,Computers/Tablets & Networking,Used:Computers Accessories,Laptop & Desktop Accessories,Laptops & Netbooks,Traditional Laptops,Laptops,Apple Laptops","laptop, computer, macbook",Electronics,"Details About Apple Macbook Air 13.3 Laptop (early 2015) 2.2ghz Core I7 8gb 256gb""",1.34263232,6.8023,apple,529.9966,414.3475475697202,6.0291
111,1.0,Yes,New,USD,USA,Apple,"Electronics,Computers,Laptops,Shop Laptops by Type,Apple Laptops,Computers & Tablets,All Laptops,MacBooks,Used:Computers Accessories,Used:Laptops,Computers & Accessories,Traditional Laptops,Frys,Apple,Mac Laptops,Notebook Computers,See more Apple MacBook 12'' 512 GB Gold Laptop - MLHF2L...","laptop, computer, macbook",Electronics,"Apple MacBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""",0.9207917599999998,0.6936,apple,529.9966,414.3475475697202,6.0291
112,380.0,Yes,Used,USD,USA,Nikon,"Used:SLR Interchangeable Lenses,Prime Lenses,Cameras & Photo,Camera Accessories,Used:Digital Photography,Digital Camera Accessories,All Camera Lenses,Electronics,SLR Lenses,Camera & Photo,DSLR Lenses,Used:Lenses Lens Accessories,Cameras & Camcorders,Photography,Lenses & Filters,Digital Camera Lenses,Camera Lenses,Lenses","lens, camera",Electronics,AF-S NIKKOR 85mm f/1.8G Lens,5.6018612,5.9428,nikon,289.06,264.9693643902539,5.5833
113,198.12,Yes,New,USD,USA,Panasonic,"Cameras & Photo,Camera Accessories,Mirrorless System Lenses,Digital Camera Accessories,All Camera Lenses,Electronics,Camera & Photo,Camera Cases,Cameras & Camcorders,Photography,Mirrorless Lenses,Lenses & Filters,See more Panasonic LUMIX 25mm f/1.4 D ED Lens,Digital Camera Lenses,Cameras,Camera Lenses,DSLRs Lenses,Lenses","lens, camera",Electronics,Lumix G 25mm f/1.7 ASPH. Lens,2.00034072,5.2939,panasonic,289.06,264.9693643902539,5.5833
114,189.0,Yes,New,USD,USA,CORSAIR,"Computers,Desktop Memory,Computers & Accessories,Memory,Electronics,Computer Cards & Components,Computers/Tablets & Networking,Memory (RAM),Computer Components & Parts,Computer Components,Memory Upgrades,Computers & Tablets,Computer Memory","memory, computer, component",Electronics,CORSAIR - Vengeance LPX 16GB (2PK x 8GB) 3.2 GHz DDR4 DRAM Desktop Memory Kit - Black,1.587572,5.247,corsair,264.1625,256.40371888566284,5.5506
115,415.99,Yes,New,USD,USA,CORSAIR,"Components,Memory (RAM),Computers & Accessories,Computer Components,Memory,Frys,Electronics,Computers & Tablets,Computer Cards & Components,Computers & Laptops,PC Components,RAM","memory, computer, component",Electronics,CORSAIR - DOMINATOR PLATINUM 32GB (2PK 16GB) 3.0GHz DDR4 Desktop Memory with DHX cooling - Black/silver,2.5401152,6.033,corsair,264.1625,256.40371888566284,5.5506
116,179.89,Yes,New,USD,USA,CORSAIR,"Computers,Computers/Tablets & Networking,Memory (RAM),Computer Components & Parts,Computers & Accessories,Computer Components,Memory Upgrades,Memory,Electronics,Computers & Tablets,Computer Cards & Components","memory, computer, component",Electronics,CORSAIR - VENGEANCE RGB Series 16GB (2PK 8GB) 3.0GHz DDR4 Desktop Memory with RGB Lighting - Black,2.5401152,5.1978,corsair,264.1625,256.40371888566284,5.5506
117,271.77,Yes,New,USD,USA,CORSAIR,"Computers,Desktop Memory,Computers/Tablets & Networking,Memory (RAM),Computer Components & Parts,Computers & Accessories,Computer Components,Memory Upgrades,Memory,Electronics,Computers & Tablets,Computer Cards & Components","memory, computer, component",Electronics,CORSAIR - VENGEANCE LED Series 16GB (2PK 8GB) 3.0GHz DDR4 Desktop Memory with LED Lighting - Black,2.9029888,5.6086,corsair,264.1625,256.40371888566284,5.5506
118,119.0,Yes,New,USD,USA,Cerwin-Vega,"Pro Audio,Recording,Studio Monitoring,Studio Monitors,Electronics,Computers,Computer Accessories,Audio & Video Components,Computer Speakers,Studio Monitoring dcxbxvbewxedvwzwqbfwysebtxtya","microphone, musical, recording",Electronics,XD3 - 3 Active Desktop Monitor System (Pair),2.948348,4.7875,cerwin-vega,124.475,182.67838190770195,5.2131
119,129.95,Yes,New,USD,USA,Gemini,"Toys,musical,Microphones & Accessories,Microphones & Live Sound,Musical Instruments,Electrical,Home Electronics,AV Accessories,Microphones","microphone, musical, recording",Electronics,Gemini - Pro Audio Dual-Channel UHF Wireless Microphone System,1.1113004,4.8748,gemini,124.475,182.67838190770195,5.2131
120,629.99,Yes,New,USD,USA,BenQ,"Computers,Monitors, Projectors & Accs,Frys,Electronics,PC Computers,Monitors Displays,Computer Monitors dcbzsfbefybdfavaxwrwxqys,Computers/Tablets & Networking,Laptop Accessories,Monitors,Computers & Tablets,Laptops,Computer Monitors,All Monitors,Monitors & Projectors","monitor, computer",Electronics,BL2711U 27 16:9 4K UHD IPS Monitor,7.983219200000001,6.4472,benq,295.8983,282.1437396448104,5.6459
121,202.0,Yes,New,USD,USA,ViewSonic,"Computers,Computers & Accessories,Monitors, Projectors & Accs,Electronics,Monitors Displays,Computers/Tablets & Networking,Laptop Accessories,Monitors,Computers & Tablets,Computer Monitors,Laptops,Computer Monitors wbqdxeazzvfxdfwu,All Monitors","monitor, computer",Electronics,"ViewSonic - 21.5 LED HD Monitor - Black""",4.6719976,5.3132,viewsonic,295.8983,282.1437396448104,5.6459
122,83.71,Yes,New,USD,USA,Acer,"Computers,Used:Computers Accessories,Laptop Accessories,Electronics,Monitors,Computers & Tablets,Used:Computer Monitors,Computer Monitors,Laptops,All Monitors,Monitors Displays,Used:Computer Monitors Accessories","monitor, computer",Electronics,V206HQL Abd 19.5 LED Backlit LCD Monitor (Black),2.9029888,4.4392,acer,295.8983,282.1437396448104,5.6459
123,699.99,Yes,New,USD,USA,BenQ,"Computers,Monitors, Projectors & Accs,Frys,Electronics,PC Computers,Monitors Displays,Computer Monitors dcbzsfbefybdfavaxwrwxqys,Computers/Tablets & Networking,Laptop Accessories,Monitors,Computers & Tablets,Laptops,Computer Monitors,All Monitors,Monitors & Projectors","monitor, computer",Electronics,BL2711U 27 16:9 4K UHD IPS Monitor,7.983219200000001,6.5524,benq,295.8983,282.1437396448104,5.6459
124,72.15,Yes,Refurbished,USD,USA,ViewSonic,"Computers,Computers & Accessories,Monitors, Projectors & Accs,Electronics,Monitors Displays,Computers/Tablets & Networking,Laptop Accessories,Monitors,Computers & Tablets,Computer Monitors,Laptops,Computer Monitors wbqdxeazzvfxdfwu,All Monitors","monitor, computer",Electronics,"ViewSonic - 21.5 LED HD Monitor - Black""",4.6719976,4.2925,viewsonic,295.8983,282.1437396448104,5.6459
125,87.55,Yes,New,USD,USA,Acer,"Computers,Used:Computers Accessories,Laptop Accessories,Electronics,Monitors,Computers & Tablets,Used:Computer Monitors,Computer Monitors,Laptops,All Monitors,Monitors Displays,Used:Computer Monitors Accessories","monitor, computer",Electronics,V206HQL Abd 19.5 LED Backlit LCD Monitor (Black),2.9029888,4.4835,acer,295.8983,282.1437396448104,5.6459
126,35.99,Yes,New,USD,USA,Sonax,"Audio & Video Accessories,TV Mounts,TV Accessories,TV Accessories & Parts,TV Stands, Mounts & Furniture,TV Stands,Electronics,TV & Home Theater,Accessories & Supplies,Furniture,TV Ceiling & Wall Mounts,Home","mount, tv, stand",Electronics,Sonax PM-2200 Wall Mount Stand for 28-Inch to 50-Inch TV,3.628736,3.6106,sonax,67.93,125.57817640863387,4.8408
127,58.99,Yes,New,USD,USA,Sanus,"Kitchen & Dining Features,Electronics Features,Speaker Stands & Mounts,TV Stands, Mounts & Furniture,Electronics,TVs Entertainment,Speakers,TV & Home Theater,Home Audio & Theater,Furniture,All Home Speakers,Stands,Speaker Accessories,Home & Kitchen Features,Speaker Stands,Home Audio,Home Entertainment Furniture","mount, tv, stand",Electronics,Sanus - Speaker Stands (Pair) - Black,1.814368,4.0941,sanus,67.93,125.57817640863387,4.8408
128,128.24,Yes,New,USD,USA,OmniMount,"Audio & Video Accessories,TV Mounts,Audio Visual Presentation,TV Stands, Mounts & Furniture,Electronics,TV & Home Theater,TV Ceiling & Wall Mounts,TV & Video,TV Accessories,Mounts Carts,Monitor Wall Mounts,TV Accessories & Parts,Monitor Mounts Stands,Accessories & Supplies","mount, tv, stand",Electronics,OS120FM Full-Motion Wall Mount for 42 to 70 Displays (Black),8.232694799999999,4.8616,omnimount,67.93,125.57817640863387,4.8408
129,48.5,Yes,,USD,USA,Sonax,"TVs & Electronics,Audio & Video Accessories,TV Mounts,TV Stands, Mounts & Furniture,Electronics,TV Stands,TV & Home Theater,Furniture,TV Ceiling & Wall Mounts,Media Furniture,home,TV & Video,TV Accessories,TV Accessories & Parts,TV Mounts & Brackets,Accessories & Supplies","mount, tv, stand",Electronics,Sonax PM-2220 Tilt Wall Mount Stand for 32-Inch to 90-Inch TV,6.4410064,3.9019,sonax,67.93,125.57817640863387,4.8408
130,45.9,Yes,New,EUR,EUROPE,Logitech,"Computers,Mice Touchpads,Computers & Accessories,Computer Accessories & Peripherals,Electronics,Mice, Trackballs & Touchpads,Computers & Office,Input Devices,Computers/Tablets & Networking,Keyboards, Mice & Pointers,Mice & Keyboards,Computers & Tablets,Computer Peripherals,Computer & Office Accessories,See more Logitech M570 Wireless Trackball Computer Mous...,Mice Pointing devices,Trackballs","mouse, keyboard",Electronics,Logitech - M570 Wireless Trackball Mouse - Gray/Blue,5.0802304,3.848,logitech,48.7149,112.77266532740776,4.7342
131,28.28,Yes,New,USD,USA,Logitech,"Computers,Mice Touchpads,Computers & Accessories,Computer Accessories & Peripherals,Electronics,Mice, Trackballs & Touchpads,Computers & Office,Input Devices,Computers/Tablets & Networking,Keyboards, Mice & Pointers,Mice & Keyboards,Computers & Tablets,Computer Peripherals,Computer & Office Accessories,See more Logitech M570 Wireless Trackball Computer Mous...,Mice Pointing devices,Trackballs","mouse, keyboard",Electronics,Logitech - M570 Wireless Trackball Mouse - Gray/Blue,5.0802304,3.3769,logitech,48.7149,112.77266532740776,4.7342
132,40.72,Yes,New,USD,USA,Lenovo,"Computers,Mice & Mice Pads,All Mice & Mice Pads,Office,Mice Touchpads,Computer Accessories,Computers & Accessories,Computer Accessories & Peripherals,Projectors & Presentation Equipment,Keyboards, Mice & Joysticks,Electronics,Mice Trackballs,Office Technology,Cables & Interconnects,Used:Computer Peripherals,Used:Computers Accessories,Mice & Keyboards,Computers & Tablets,Computer Peripherals,Mice,Mice Pointing devices,Wireless & Bluetooth Mice,Used:Mice Keyboards","mouse, keyboard",Electronics,Lenovo - YOGA Wireless Optical Mouse - Black,1.0886208,3.731,lenovo,48.7149,112.77266532740776,4.7342
133,79.96,Yes,New,USD,USA,Razer,"Computers,Mice & Mice Pads,All Mice & Mice Pads,Computers & Accessories,Electronics Fan Shop,Electronics,Mice, Trackballs & Touchpads,Keyboards and Mice,Mice Pointing devices xcbsztzedbfwuy,Keyboards, Mice & Pointers,See more Razer Naga Chroma Gaming Mouse with 12 Button ...,Video Games,See more Razer Naga Chroma Professional Grade Ergonomic...,PC Gaming Accessories,Gaming Mice,Computers & Tablets,Mice Touchpads,Computer Accessories,Computer Accessories & Peripherals,Keyboards, Mice & Joysticks,PC & Digital Gaming,Sports & Outdoors,Keyboards, Mice & Accessories,Computers/Tablets & Networking,Mice & Keyboards,Sports Fan Shop,Computer Peripherals,Mice,Mice Pointing devices","mouse, keyboard",Electronics,Razer Naga Chroma MMO Gaming Mouse 12 Programmable Thumb Buttons 16000 DPI Wired,2.1772416,4.3939,razer,48.7149,112.77266532740776,4.7342
134,71.14,Yes,New,USD,USA,Netgear,"Computers,Wi-Fi & Networking,Access Points, Hubs & Switches,Networking,Computers & Accessories,Switches,Wired Networking,Electronics,Computers & Tablets,Networking Products,Ethernet Switches,Network Switches, Bridges Hubs","networking, adapter, switch",Electronics,ProSafe 16-Port 10/100 Desktop Switch,0.907184,4.2786,netgear,148.2925,179.1563856251112,5.1938
135,62.05,Yes,,USD,USA,NETGEAR,"Computers,USB Wireless Network Adapters,Networking,Computers & Accessories,Home Networking & Connectivity,Electronics,USB Wi-Fi Adapters/Dongles,Networking Cables & Accessories,USB Network Adapters,Wi-Fi & Networking,Computers/Tablets & Networking,Computers & Tablets,USB Wi-Fi Adapters,Networking Products,Network Adapters","networking, adapter, switch",Electronics,NETGEAR - AC600 Dual-Band WiFi USB Mini Adapter - Black,0.113398,4.1439,netgear,148.2925,179.1563856251112,5.1938
136,59.99,Yes,,USD,USA,Netgear,"Computers,Wi-Fi & Networking,Access Points, Hubs & Switches,Networking,Computers & Accessories,Switches,Wired Networking,Electronics,Computers & Tablets,Networking Products,Ethernet Switches,Network Switches, Bridges Hubs","networking, adapter, switch",Electronics,ProSafe 16-Port 10/100 Desktop Switch,0.907184,4.1107,netgear,148.2925,179.1563856251112,5.1938
137,399.99,Yes,New,USD,USA,Buffalo,"Computers,Wired Networking uaausubbcbsxutvdfsewwefcqcv,Networking,Computers & Accessories,Wired Networking,Switches,Electronics,Ethernet Switches,Wi-Fi & Networking,Networking & Wireless,Computers & Tablets,Networking Products,Network Switches, Bridges Hubs","networking, adapter, switch",Electronics,BS-GS2024P 24 Gigabit PoE Smart Switch,3.75574176,5.9939,buffalo,148.2925,179.1563856251112,5.1938
138,299.97,Yes,New,USD,USA,Linksys,"Computers,Networking,Computers & Accessories,Home Networking & Connectivity,Routers,Computer Accessories & Peripherals,Wireless Networking,Electronics,Wireless Routers,Wireless Routers ufqbfwta,Wireless Routers dqavqrsfdfuavtzvsdufcxrxtwz,Wired Routers,Computers/Tablets & Networking,Computers & Tablets,Wireless Routers brrrvruwevccxwrvseezru,Networking Products,Wireless Routers asfsrwzezdbcaedrrxzszdaruxteeev,See more Linksys EA9300 1625 Mbps 8-Port 802.11 a/b/g/n...","networking, modem, router",Electronics,EA9300 Tri-Band Wireless-AC4000 MAX-STREAM MU-MIMO Gigabit Router,2.4040376,5.707,linksys,232.626,234.98453617096737,5.4637
139,427.77,Yes,,USD,USA,Linksys,"Computers,Networking,Computers & Accessories,Routers,Home Networking & Connectivity,Wireless Networking,Electronics,Electronics Deals,Wireless Routers,Home Electronics,Mesh Wi-Fi,Wi-Fi & Networking,Computers/Tablets & Networking,Networking & Wireless,Computers & Tablets,Electrical,Networking Products,Whole Home Smart Wi-Fi","networking, modem, router",Electronics,Linksys Velop Tri-Brand Whole Home WiFi System-- White (AC6600),0.48987936,6.0609,linksys,232.626,234.98453617096737,5.4637
140,109.99,Yes,New,USD,USA,Netgear,"Computers,Wireless,Modems sqedxbbdyxyzwwxfbtcvyascftbzyxtbwvtcuq,Computers & Accessories,Networking,Home Networking & Connectivity,Frys,Electronics,NETGEAR,Home Electronics,Netgear CM700,Computers/Tablets & Networking,Internal Modems,Modems,Networking sdxexcebrx,Networking Products","networking, modem, router",Electronics,Details About Netgear Cm700 Docsis 3.0 32x8 High Speed Cable Modem,0.2494756,4.7094,netgear,232.626,234.98453617096737,5.4637
141,76.4,Yes,New,USD,USA,Actiontec,"Computers,Networking,Computers & Accessories,Routers,Home Networking & Connectivity,Electronics,DSL Modems,Modem Router Combos,Wi-Fi & Networking,Computers/Tablets & Networking,Used:Computers Accessories,Modem-Router Combos,See more Actiontec GT784WN 300 Mbps 4-Port 10/100 Wirel...,Computers & Tablets,Modems,Television & Video,Used:Computer Hardware,Networking Products,Used:Network Cards Adapters","networking, modem, router",Electronics,Actiontec 300 Mbps Wireless-N ADSL Modem Router (GT784WN),0.7257472,4.3489,actiontec,232.626,234.98453617096737,5.4637
142,249.0,Yes,New,USD,USA,Cujo,"Computers,Firewalls Security Devices xbfsqetcacvfsczsyxqayyayubreftaatebe,Networking,Computers & Accessories,Firewalls Security Devices,Electronics,Cell Phone Accessories,Tablet Accessories,Firewall & VPN Devices,Network Security & Firewall Devices,Wi-Fi & Networking,Computers & Tablets,Home Networking & Connectivity,Computer Accessories & Peripherals,Routers,Wired Networking,Frys,Cell Phones,Wireless Routers,Networking Cables & Accessories,Enterprise Networking, Servers,Firewalls Security Devices dfvtcuedradzztteedytwevxa,Computers/Tablets & Networking,Wired Networking zcezzqcfwyaqyuaxwvyyxfcuvdwtr,See more Cujo Smart Internet Security Firewall With Lif...,Firewalls Security Devices fwfsqadw,Networking Products","networking, modem, router",Electronics,Details About Cujo Smart Protection Wifi Internet Security Firewall (free Subscription) Vg,0.7257472,5.5214,cujo,232.626,234.98453617096737,5.4637
143,59.99,Yes,New,USD,USA,Samsung,"TVs & Electronics,Carrier Cell Phones,Phones,Prepaid Phones,Frys,Cell Phones & Accessories,Cell Phones,Cell Phones & Smartphones,All Prepaid Phones","phone, cell",Electronics,Samsung J3 - Verizon Prepaid,6.6224432,4.1107,samsung,52.1375,115.05792793930276,4.754
144,49.82,,New,USD,USA,Samsung,"No-Contract Phones & Plans,Carrier Cell Phones,Phones,Prepaid Phones,Cell Phones & Accessories,Cell Phones,No-Contract Cell Phones,Shop all No-Contract Phones,All Prepaid Phones","phone, cell",Electronics,Samsung J1 (Verizon LTE Prepaid),0.453592,3.9283,samsung,52.1375,115.05792793930276,4.754
145,38.75,Yes,New,USD,USA,LifeProof,"Used:Mobile,Cell/Smart Phones Accessories,Cases & Protectors,Cell Phone Cases,Frys,Electronics,Cell Phones,Cell Phone Accessories,Mobile,Cell/Smart Phone Cases Holsters,Accessories,Used:Cell Phone Cases,Cell Phone Cases Covers,Cases","phone, cell",Electronics,fr Case for Galaxy S7 (Black),0.680388,3.6826,lifeproof,52.1375,115.05792793930276,4.754
146,59.99,Yes,New,USD,USA,Samsung,"No-Contract Phones & Plans,Carrier Cell Phones,Phones,Prepaid Phones,Cell Phones & Accessories,Cell Phones,No-Contract Cell Phones,Shop all No-Contract Phones,All Prepaid Phones","phone, cell",Electronics,Samsung J1 (Verizon LTE Prepaid),0.453592,4.1107,samsung,52.1375,115.05792793930276,4.754
147,59.8,Yes,Refurbished,USD,USA,Sylvania,"TV, Video & Home Audio,Media Players & Recorders,Portable Audio & Video,Electronics,TV & Home Theater,Home Audio & Theater,Blu-ray Disc Players,Consumer Electronics,Portable DVD Players & Accessories,TV & Video,Portable DVD Players,Blu-ray & DVD Players,DVD & Blu-ray Players,Home Theater","player, ipod",Electronics,Details About Sylvania Dual Portable Dvd Player W/ 9inch Widescreen Led Display Refurbished,1.95951744,4.1076,sylvania,327.3642,308.1432216375126,5.7338
148,289.0,Yes,New,USD,USA,Apple,"MP3 & MP4 Players,Portable Audio & Video,Electronics,iPod and MP3 Players,TVs Entertainment,Portable Audio,MP3 Players Recorders,Apple iPods,iPod & MP3 Players,iPods Media Players,iPod Touch,iPods,MP3 Players Accessories,Audio","player, ipod",Electronics,128GB iPod touch (Gold) (6th Generation),1.4061352,5.6698,apple,327.3642,308.1432216375126,5.7338
149,369.99,Yes,New,USD,USA,Apple,"MP3 & MP4 Players,iPod & MP3 Players,iPods Media Players,Portable Audio & Video,Electronics,iPod and MP3 Players,TVs Entertainment,Portable Audio,iPods,Audio,iPod touch","player, ipod",Electronics,128GB iPod touch (Space Gray) (6th Generation),1.4061352,5.9161,apple,327.3642,308.1432216375126,5.7338
150,34.99,Yes,New,USD,USA,Sandisk,"MP3 & MP4 Players,Media Streaming Players,Portable Audio & Video,Electronics,iPod and MP3 Players,TVs Entertainment,Portable Audio,Mobile,MP3 Players,iPod & MP3 Players,iPods Media Players,All MP3 Players,Audio","player, ipod",Electronics,SanDisk 8GB Clip Jam MP3 Player (Pink),0.3628736,3.5832,sandisk,327.3642,308.1432216375126,5.7338
151,299.99,Yes,New,USD,USA,Pioneer,"TVs Entertainment,Portable Audio,iPods Media Players,Electronics,All MP3 Players,Portable Audio & Video,MP3 & MP4 Players,TVs & Electronics,Portable Audio & Electronics,MP3 Players & iPods,Audio,iPod & MP3 Players,All iPod & MP3 Players,Consumer Electronics,See more Pioneer Digital Hi-Res Digital Audio Player 32...","player, ipod",Electronics,XDP-100R Portable High-Resolution Digital Audio Player (Black),0.1814368,5.707,pioneer,327.3642,308.1432216375126,5.7338
152,699.98,Yes,New,USD,USA,Pioneer,"Electronics,Portable Audio & Video,MP3 & MP4 Players,TVs Entertainment,Portable Audio,iPods Media Players,Used:Pro Audio,Used:Recorders Players,Used:Players Recorders,Audio,iPod & MP3 Players,All iPod & MP3 Players","player, ipod",Electronics,Pioneer - XDP-300R 32GB* Video MP3 Player - Black,0.5443104,6.5524,pioneer,327.3642,308.1432216375126,5.7338
153,537.8,Yes,New,USD,USA,Pioneer,"TVs Entertainment,Portable Audio,iPods Media Players,Electronics,All MP3 Players,Portable Audio & Video,MP3 & MP4 Players,TVs & Electronics,Portable Audio & Electronics,MP3 Players & iPods,Audio,iPod & MP3 Players,All iPod & MP3 Players,Consumer Electronics,See more Pioneer Digital Hi-Res Digital Audio Player 32...","player, ipod",Electronics,XDP-100R Portable High-Resolution Digital Audio Player (Black),0.1814368,6.2893,pioneer,327.3642,308.1432216375126,5.7338
154,21.99,Yes,,USD,USA,myCharge,"Mobile Power Packs,Portable Chargers/Power Packs,See more myCharge Razor Plus 3000mah Portable Power Ban...,Tablet & E-reader Accessories,Portable Audio & Video,Electronics,Electronics Deals,Cell Phones,Cell Phone Accessories,Cell Phone Batteries & Power,Accessories,Tablets & E-readers,MP3 & MP4 Player Accessories,Cell Phone Adapters & Chargers,Cables & Chargers","power, battery, cell",Electronics,myCharge - RAZOR PLUS USB Portable Power Bank - Silver,1.587572,3.1351,mycharge,14.9899,127.93367468429578,4.8593
155,7.99,Yes,New,USD,USA,Samsung,"Computers,Wall Chargers & Power Adapters,Other Camcorder Accessories,Wall Chargers,Cell/Smart Phones Accessories,Electronics,Cell Phone Accessories,Cell/Smart Phone Accessories,Accessories,Wall Chargers uaedvcevatubu,Mobile Power,Cell/Smart Phone Chargers,Multipurpose Batteries & Power,Wall Chargers fcxxdxcqvyfwsq,Camcorder Accessories,Electrical,Cables & Adapters,Chargers & Cradles,Chargers,Frys,Cell Phones,Home Electronics,Adapters, Cables & Chargers,Headphones,Consumer Electronics,Power Cables & Connectors,Power Accessories,Cell Phones & Accessories,Mobile Power zxqyvbwuwyydcq","power, battery, cell",Electronics,Samsung - Adaptive Fast Charging Wall Charger - White,0.9525432,2.1962,samsung,14.9899,127.93367468429578,4.8593
